p:batch_size,p:layer_0_activation,p:layer_0_dropout_rate,p:layer_0_units,p:layer_1_activation,p:layer_1_dropout_rate,p:layer_1_units,p:layer_2_activation,p:layer_2_dropout_rate,p:layer_2_units,p:learning_rate,p:lr_scheduler_factor,p:lr_scheduler_patience,p:n_units_mean,p:n_units_std,p:num_layers,p:softplus_factor,p:std_offset,p:layer_3_activation,p:layer_3_dropout_rate,p:layer_3_units,p:layer_4_activation,p:layer_4_dropout_rate,p:layer_4_units,p:layer_5_activation,p:layer_5_dropout_rate,p:layer_5_units,p:layer_6_activation,p:layer_6_dropout_rate,p:layer_6_units,p:layer_7_activation,p:layer_7_dropout_rate,p:layer_7_units,objective,job_id,job_status,m:timestamp_submit,m:train_loss,m:val_loss,m:train_mse,m:val_mse,m:test_loss,m:test_mse,m:budget,m:timestamp_gather
353,relu,0.172152115715,372,mish,0.4375463307811,186,silu,0.1853386068749,358,0.0334869867803,0.2217923551668,12,327,249,3,8.5790276673367,0.0001905122616,relu,0.0,64,relu,0.0,64,relu,0.0,64,relu,0.0,64,relu,0.0,64,-10.479076,17,DONE,6.393958806991577,"[34832884000.0, 10.445665, 10.447497, 10.446279, 10.449445, 2973.3862, 10.448175, 10.4472275, 10.454235, 10.451597, 10.449951, 10.451118]","[38505420000.0, 10.476083, 10.477975, 10.477977, 10.477977, 10.478109, 10.479045, 10.479079, 10.479079, 10.479079, 10.479078, 10.479076]","[10419.7, 19085.479, 19438.594, 19582.865, 19284.242, 19141.074, 20514.355, 21201.252, 21034.77, 20879.08, 20924.582, 20847.53]","[8215.66, 13922.034, 14095.344, 14095.587, 14095.587, 14220.215, 15113.49, 15146.862, 15146.899, 15146.899, 15146.9, 15146.9]",10.478875,15320.743,12,340.545209646225
1173,leaky_relu,0.2015143979557,360,silu,0.1069492557578,187,mish,0.0690192535149,454,0.0725330557672,0.7642558183666,10,305,109,8,2.2176916234682,0.0288546358319,sigmoid,0.2327712564326,147,leaky_relu,0.205181024679,476,silu,0.1411530985262,374,tanh,0.3172901882437,185,swish,0.4701187552775,90,-11.262401,31,DONE,6.4270429611206055,"[32781.633, 10.987082, 11.213574, 11.24408, 11.247076, 11.248522, 11.246713, 11.246648, 11.247931, 11.240538, 11.246904, 11.245804]","[28.347656, 11.036923, 11.238076, 11.266308, 11.269707, 11.269502, 11.268732, 11.267826, 11.266843, 11.265792, 11.264677, 11.262401]","[18104160.0, 183487970.0, 289394100.0, 306841820.0, 309069250.0, 309041660.0, 307860400.0, 307996450.0, 306953470.0, 304669020.0, 306992100.0, 305697470.0]","[20365108.0, 177579900.0, 266651680.0, 283281600.0, 285189570.0, 284831360.0, 284098880.0, 283260500.0, 282355500.0, 281390530.0, 280369120.0, 278896320.0]",11.25978,277631600.0,12,396.3128299713135
709,silu,0.0652454402588,433,tanh,0.0607921856372,412,tanh,0.4137213023139,266,0.0431519443383,0.2521321100756,15,168,412,5,1.3391389493595,0.0010043846041,leaky_relu,0.2925077359727,183,swish,0.2287769763223,185,relu,0.0,64,relu,0.0,64,relu,0.0,64,-12.699247,41,DONE,6.450065612792969,"[2311938.2, 12.658953, 12.725094, 12.728842, 12.726282, 12.732077, 12.726833, 12.727612, 12.7266865, 12.724325, 12.725376, 12.725931]","[1422998.8, 12.639167, 12.699011, 12.701462, 12.701383, 12.701174, 12.7009325, 12.70066, 12.700357, 12.700025, 12.699658, 12.699247]","[14253364.0, 73717940.0, 88299390.0, 90611040.0, 88933576.0, 89898710.0, 89016616.0, 88487600.0, 88343500.0, 88134450.0, 88486904.0, 87974300.0]","[10826670.0, 48946372.0, 57351870.0, 57721264.0, 57662170.0, 57575744.0, 57478600.0, 57371710.0, 57256040.0, 57131376.0, 56996380.0, 56849520.0]",12.703338,58273936.0,12,648.0621824264526
805,tanh,0.4505687650008,303,swish,0.4260292670266,291,swish,0.053801625644,153,0.0497283843751,0.4136267570052,17,444,295,4,2.7352024871498,5.26819975e-05,sigmoid,0.4677377175038,128,relu,0.0,64,relu,0.0,64,relu,0.0,64,relu,0.0,64,-1.43871,43,DONE,6.454651355743408,"[1.8151776, 1.4296122, 1.4274637, 1.4178421, 1.4325608, 1.4299438, 1.41965, 1.4156754, 1.4177096, 1.4196404, 1.4186352, 1.416754, 1.4168397, 1.4161798, 1.418265, 1.4168404, 1.417207, 1.4171352, 1.4182945, 1.4181422, 1.4161085, 1.4164864, 1.4168814, 1.4182928, 1.4179981, 1.4165726, 1.4160736, 1.4162858, 1.4169606, 1.4159082, 1.4156542]","[1.8284996, 1.4506124, 1.4496108, 1.4398849, 1.4541591, 1.4498521, 1.4417305, 1.4390583, 1.4395459, 1.4409068, 1.440142, 1.43911, 1.4407941, 1.4406608, 1.4389743, 1.4387213, 1.4396683, 1.4390056, 1.4407145, 1.4410075, 1.4384453, 1.4388677, 1.4390528, 1.4405911, 1.4396286, 1.4401032, 1.4391682, 1.4393022, 1.438854, 1.4395702, 1.43871]","[137.34286, 0.9933956, 0.9943713, 0.9943131, 0.9954461, 0.99539363, 0.994781, 0.99221945, 0.9929525, 0.9942923, 0.9935319, 0.99291563, 0.99329454, 0.9934153, 0.9975547, 0.9942026, 0.99362653, 0.9936264, 0.9940858, 0.9955678, 0.99337995, 0.9945203, 0.99458295, 0.9958313, 0.99515045, 0.9940313, 0.9936193, 0.9932212, 0.9949594, 0.99241304, 0.9929778]","[138.87752, 1.0396615, 1.0404383, 1.0394443, 1.041528, 1.0397751, 1.0388116, 1.039189, 1.0388933, 1.0386823, 1.0388249, 1.038638, 1.0394429, 1.0399785, 1.0393252, 1.0386754, 1.0390197, 1.0389749, 1.039605, 1.0396069, 1.0384334, 1.0390263, 1.0392663, 1.0405537, 1.0397648, 1.0392072, 1.0395094, 1.0386134, 1.0387274, 1.0390648, 1.0393595]",1.4491066,1.0526676,31,698.1973414421082
1035,silu,0.1985091615213,237,silu,0.4013911741931,365,relu,0.3891985154748,123,0.0101268913505,0.0309784698833,13,410,403,8,7.8920360579687,3.52297818e-05,mish,0.107686269707,270,relu,0.0059981199967,195,silu,0.3097440684679,509,gelu,0.1647052293859,319,gelu,0.1344641904196,279,-10.57155,33,DONE,6.4317638874053955,"[80576824.0, 3704293.8, 13.696427, 14.464111, 14.304001, 14.039168, 13.751021, 13.129604, 12.145019, 11.736689, 11.451867, 11.159642]","[28277.13, 8.222084, 13.737092, 14.40653, 14.2296915, 13.963619, 13.678191, 13.008045, 11.915183, 11.384302, 11.013246, 10.57155]","[450.75497, 1302582.9, 3793377800.0, 11784524000.0, 8991628000.0, 5345849000.0, 2967639300.0, 1099110500.0, 196320820.0, 137370370.0, 144384060.0, 127488376.0]","[647.3759, 2520673.0, 3360787500.0, 9456173000.0, 6848831500.0, 3887505400.0, 2148006100.0, 624332500.0, 39321720.0, 10382402.0, 4829328.5, 2126056.2]",10.350391,1365075.8,12,776.2733962535858
499,mish,0.4280392864382,354,mish,0.1037145975385,244,relu,0.3267824111875,448,0.0223078466869,0.3866147171611,6,227,334,3,1.7886061082825,1.75004914e-05,relu,0.0,64,relu,0.0,64,relu,0.0,64,relu,0.0,64,relu,0.0,64,-10.40038,13,DONE,6.384340763092041,"[1.2280756, 366259.72, 6217499000.0, 65965320000.0, 471326060000.0, 207003360000000.0, 136219950000000.0, 6125354000000.0, 2652811800000.0, 449201770000.0, 16186886000.0, 23196390000.0]","[1.0918903, 0.8531835, 92232.805, 9.462976, 9.306172, 10.720369, 10.716376, 9.983397, 10.161573, 10.198951, 10.372243, 10.40038]","[2.4576855, 6.439154, 565918.9, 19767654.0, 6456155.0, 114006300.0, 163773180.0, 6997724.5, 2264196.0, 388086.22, 367899.84, 388318.5]","[2.3111176, 4.6889086, 475188.56, 7714432.5, 3897855.8, 79780820.0, 91988200.0, 2559225.8, 835535.2, 135678.67, 147011.45, 145597.52]",10.274542,145385.05,12,840.091591835022
385,relu,0.0059428417341,129,tanh,0.2780996912922,487,leaky_relu,0.0091904859625,344,0.0626506144476,0.3764600923041,6,151,181,7,3.8838715467482,5.00359057e-05,silu,0.1327967011486,191,swish,0.3838037163616,474,gelu,0.2632162775976,299,silu,0.2364071200016,113,relu,0.0,64,-3.197086,42,DONE,6.452399253845215,"[835132700.0, 13.362537, 4.6601562, 18.571085, 4.343497, 4.3121376, 4.289463, 4.3544044, 4.295663, 4.307876, 4.334656, 4.3274107, 4.277635]","[20.391668, 10.421113, 3.1950736, 3.195803, 3.1971054, 3.1971176, 3.197113, 3.1971073, 3.197102, 3.1970959, 3.1970916, 3.1970887, 3.197086]","[2.3894549e+17, 1.1546432e+17, 4.4181955e+16, 3.9919548e+16, 3.805351e+16, 3.4344478e+16, 3.1503624e+16, 3.3534181e+16, 2.5681435e+16, 2.5585073e+16, 2.5827054e+16, 2.3742882e+16, 2.3014262e+16]","[6.2521663e+16, 393120300000000.0, 30.365221, 30.366825, 30.369715, 30.36973, 30.369713, 30.369688, 30.369665, 30.369635, 30.369614, 30.369614, 30.369614]",3.1975305,30.418299,13,892.0143871307373
1256,gelu,0.4589029208827,340,relu,0.2953976806339,452,leaky_relu,0.3133129107276,466,0.0066351170688,0.0610791297872,12,205,403,8,7.3698844978126,0.0008502336102,silu,0.0592806992857,336,tanh,0.0728770911354,162,silu,0.109462899782,357,sigmoid,0.4871873251948,499,tanh,0.1153737123905,341,-8.397989,25,DONE,6.413193225860596,"[71.573944, 5.645928, 5.4738503, 5.204714, 70.894745, 7.9776363, 8.341656, 8.392368, 8.3998785, 8.40037, 8.400172, 8.399118, 8.398532, 8.39808]","[5.7916737, 5.63949, 5.4666185, 5.1867037, 5.2372227, 8.025402, 8.34795, 8.393448, 8.400239, 8.400794, 8.400213, 8.399396, 8.398634, 8.397989]","[71.57475, 52.598953, 45.09345, 42.940624, 48.27503, 1023.8315, 2059.761, 2303.6526, 2343.0796, 2345.7175, 2343.737, 2337.9402, 2334.3142, 2332.0051]","[74.388725, 51.27159, 44.157974, 42.076492, 58.661823, 1109.1952, 2086.9912, 2307.9048, 2343.4338, 2346.1924, 2342.5757, 2337.5894, 2333.3096, 2330.198]",8.397698,2329.2603,14,938.2054877281189
548,gelu,0.4718879193551,81,silu,0.4697307881718,179,swish,0.1549698762219,453,0.0966699587143,0.3806753179566,19,338,404,5,3.8661479364934,3.34362794e-05,mish,0.2050811467776,331,swish,0.4888468299214,204,relu,0.0,64,relu,0.0,64,relu,0.0,64,-14.255342,39,DONE,6.445622682571411,"[1.9233349e+16, 2004679100000000.0, 58779043000000.0, 2843976400000.0, 4466096000000.0, 453951230000.0, 378162800000.0, 11637002000.0, 6328615400.0, 16732517000.0, 358210440000.0, 78978925000.0, 530695800000.0, 256305530000.0, 16982105000.0, 26659946000.0, 39485420000.0, 263185740000.0, 15574691000.0]","[6363689000000000.0, 97755560000000.0, 17859678000000.0, 305726200000.0, 882333950.0, 1048725.8, 17597868.0, 13.668757, 13.57571, 13.7377, 14.436953, 14.440126, 14.413922, 14.374653, 14.350589, 14.328059, 14.304147, 14.280323, 14.255342]","[27108768000.0, 109081870.0, 251945.97, 28817.14, 31777.137, 15633.239, 14582.579, 14511.599, 17223.562, 14264.212, 16237.192, 12951.372, 15358.521, 16882.15, 18505.584, 37469.152, 18311.672, 20054.43, 18687.502]","[7545195500.0, 859079.6, 48109.785, 3820.14, 2544.438, 1437.4641, 1575.4548, 1761.6117, 1769.533, 1766.6808, 1927.694, 1835.0656, 1962.0289, 2335.8203, 2483.9927, 2515.6902, 2511.7053, 2567.0618, 2561.291]",14.317093,2525.4072,19,1017.0829765796661
601,mish,0.0994891895149,310,relu,0.0468718617025,165,relu,0.1901454137253,132,0.0036907592735,0.5392515254707,10,228,244,5,9.9232006427228,0.0130314030884,mish,0.3017217476448,281,mish,0.271601985345,376,relu,0.0,64,relu,0.0,64,relu,0.0,64,0.071169436,11,DONE,6.379617214202881,"[0.84290594, 0.2443359, 0.16194557, 0.14656445, 0.103293724, 0.13688453, 0.044942223, 0.17800556, 0.34244132, 0.14955638, 0.15038686, 0.24593163, 0.08440683, 0.04103917, -0.022814363, -0.020086851, -0.025105344, 0.11815783, 0.05768289, 0.45476633, 0.2381722, 0.091719344, 0.4383917, 0.2808437, 0.14060453, 0.043704286]","[0.71618396, 0.11407533, 0.05701394, 0.029975828, 0.0019910692, 0.037412576, -0.031108988, 0.06498428, 0.23561987, 0.039188277, 0.059881512, 0.17546915, -0.007491591, -0.04964255, -0.103458844, -0.105686575, -0.10134711, 0.018351953, -0.052317318, 0.3556507, 0.11257094, -0.026428672, 0.3128546, 0.10184231, 0.015942527, -0.071169436]","[0.42257345, 0.20492204, 0.19714385, 0.2007127, 0.18175046, 0.19098766, 0.18179822, 0.18823235, 0.19971702, 0.19096172, 0.19166665, 0.21206248, 0.18525223, 0.18071471, 0.18259037, 0.17857063, 0.17205845, 0.18991417, 0.18208672, 0.25935078, 0.21903332, 0.20090823, 0.35505256, 0.24547188, 0.22004755, 0.20710705]","[0.34795284, 0.17828166, 0.17322898, 0.17869754, 0.16300197, 0.1706254, 0.16486043, 0.16658239, 0.17852968, 0.1701435, 0.16855463, 0.18511029, 0.15847093, 0.1559679, 0.154939, 0.14913458, 0.15506355, 0.16943915, 0.15770079, 0.21741955, 0.18370779, 0.17709458, 0.28462926, 0.1869845, 0.17768855, 0.17161275]",-0.032934014,0.148461,26,1114.6403806209564
261,silu,0.1476875068079,474,relu,0.4308252892522,233,relu,0.2816444025407,107,0.0218573944693,0.6239263990746,10,396,262,8,2.0011543341507,0.0001423009003,silu,0.4044456485972,289,gelu,0.0240618108728,295,leaky_relu,0.3384955765992,189,relu,0.260506443782,502,silu,0.1512422082851,96,-7.7574983,18,DONE,6.39635705947876,"[1383397900.0, 34440664.0, 11.330615, 10.7979145, 10.440635, 9.756917, 13.9416275, 11.040195, 10.681296, 10.249882, 10.112363, 9.982645]","[1356962000.0, 6.578968, 10.534272, 9.928581, 9.210911, 8.671927, 9.76687, 9.147372, 8.657108, 8.09105, 7.8345776, 7.7574983]","[44305.465, 245645540000.0, 606821900000.0, 393823940000.0, 205043140000.0, 32978620000.0, 45084185000.0, 57161437000.0, 59938824000.0, 52108145000.0, 46406762000.0, 39480365000.0]","[565.841, 113649060000.0, 591361340.0, 23193798.0, 19489378.0, 3288948.5, 25225246.0, 5949138.0, 4418917.0, 709638.4, 1070996.2, 640638.0]",7.8519006,872417.3,12,1149.1760249137878
